time(sec),ch1,ch2,ch3
351.039,0.176,-2.02,0
351.047,0.039,-1.588,-0.196
351.055,0,-1.804,-0.314
351.063,-0.216,-2.333,-0.216
351.07,-0.176,-2.451,-0.098
351.078,-0.078,-2.49,0.137
351.086,-0.196,-2.157,0.176
351.094,-0.078,-1.51,0
351.102,-0.118,-1.255,-0.118
351.109,-0.157,-0.451,-0.373
351.117,-0.039,-0.176,-0.392
351.125,-0.196,0.294,-0.275
351.133,-0.157,0.667,-0.353
351.141,-0.078,1.196,-0.471
351.148,-0.137,1.588,-0.255
351.156,-0.059,2.255,-0.078
351.164,-0.176,1.922,-0.078
351.172,-0.02,0.922,-0.216
351.18,-0.059,0,-0.176
351.188,-0.137,-1.863,-0.118
351.195,-0.059,-2.333,-0.118
351.203,-0.216,-2.451,-0.02
351.211,-0.118,-2.49,-0.118
351.219,0,-2.49,-0.353
351.227,-0.078,-2.49,-0.412
351.234,0.078,-2.49,-0.569
351.242,0,-2.235,-0.529
351.25,-0.078,-1.647,-0.431
351.258,-0.039,-0.961,-0.392
351.266,-0.137,0.255,-0.275
351.273,-0.059,1.098,-0.275
351.281,-0.255,2.137,-0.176
351.289,-0.235,2.392,-0.176
351.297,-0.137,2.451,-0.255
351.305,-0.216,2.471,-0.137
351.313,-0.039,2.471,-0.059
351.32,-0.118,2.373,-0.059
351.328,-0.294,2.118,0
351.336,-0.294,1.235,-0.02
351.344,-0.51,-0.667,0.039
351.352,-0.471,-1.569,-0.157
351.359,-0.353,-2.275,-0.471
351.367,-0.392,-2.451,-0.451
351.375,-0.235,-2.49,-0.588
351.383,-0.275,-2.49,-0.51
351.391,-0.373,-2.49,-0.392
351.398,-0.353,-1.98,-0.392
351.406,-0.412,-0.843,-0.294
351.414,-0.314,-0.412,-0.275
351.422,-0.451,0,-0.235
351.43,-0.412,0.118,-0.255
351.438,-0.294,0.314,-0.137
351.445,-0.294,0.902,-0.059
351.453,-0.118,2.078,-0.098
351.461,-0.137,2.373,-0.02
351.469,-0.235,2.451,0.039
351.477,-0.02,2.471,-0.059
351.484,0.216,1.471,0
351.492,0.275,0.078,-0.02
351.5,-0.02,1.431,-0.078
351.508,-0.098,1.941,-0.137
351.516,-0.118,2.294,-0.294
351.523,-0.196,1.451,-0.216
351.531,0,-0.431,-0.039
351.539,0.02,-1.353,0.02
351.547,-0.039,-2.216,0.02
351.555,0,-2.157,-0.059
351.563,-0.176,-1.667,0.059
351.57,-0.157,-1.804,0.039
351.578,-0.078,-2.059,-0.059
351.586,-0.059,-1.843,-0.078
351.594,0.098,-1.686,-0.137
351.602,0.078,-1.471,-0.098
351.609,0,-0.961,-0.059
351.617,0.059,-0.216,-0.039
351.625,0,1.118,0.118
351.633,0.039,1.725,0.039
351.641,-0.059,2.294,-0.078
351.648,-0.02,2.431,0
351.656,0.039,2.471,-0.02
351.664,-0.039,2.059,-0.098
351.672,0.059,1.118,-0.314
351.68,0.02,0.765,-0.275
351.688,-0.039,0.451,-0.196
351.695,0.02,0.098,-0.235
351.703,-0.078,-0.529,0.039
351.711,-0.02,-1.137,0.039
351.719,0.039,-2.157,-0.039
351.727,-0.02,-2.412,-0.039
351.734,0.078,-2.471,-0.137
351.742,0.02,-2.49,-0.078
351.75,-0.039,-2.49,0
351.758,0,-2.118,-0.02
351.766,-0.039,-1.235,0.039
351.773,0.02,-1.059,-0.059
351.781,-0.078,-1.333,0.353
351.789,-0.039,-1.373,0.412
351.797,0.059,-1.118,0.216
351.805,-0.02,-0.882,0.529
351.813,-0.098,-0.529,0.765
351.82,-0.157,-0.098,0.706
351.828,-0.353,0.686,0.863
351.836,-0.353,1.314,0.412
351.844,-0.392,2.196,-0.569
351.852,-0.314,2.412,0
351.859,-0.49,2.471,1.804
351.867,-0.51,2.471,2.255
351.875,-0.353,2.471,2.275
351.883,-0.431,1.392,2.353
351.891,-0.49,-1.196,2.451
351.898,-0.412,-2.176,2.333
351.906,-0.471,-2.412,1.961
351.914,-0.471,-2.471,1.627
351.922,-0.745,-2.49,1.333
351.93,-0.784,-2.49,1.353
351.938,-0.647,-2.49,1.137
351.945,-0.706,-2.373,1.157
351.953,-0.882,-2.059,0.765
351.961,-0.824,-1.549,0.745
351.969,-0.647,-0.647,0.176
351.977,-0.471,-0.333,-0.118
351.984,-0.235,-0.471,0.098
351.992,0,-0.627,-0.176
352,0.314,-0.902,-0.569
352.008,0.549,-1,-0.529
352.016,1.098,-1.118,-0.941
352.023,1.196,-0.98,-0.686
352.031,1.392,-0.843,-1.216
352.039,1.373,-0.784,-1.02
352.047,1.255,-0.745,-0.51
352.055,1.216,-0.882,-0.686
352.063,0.941,-0.667,0
352.07,0.941,-0.157,-0.216
352.078,0.941,0.843,-0.784
352.086,0.784,1.471,-0.706
352.094,0.882,2.235,-1.294
352.102,0.765,2.412,-1.118
352.109,0.667,2.471,-0.725
352.117,0.882,2.471,-0.686
352.125,0.765,2.471,-0.157
352.133,0.863,1.49,-0.216
352.141,1.039,-0.569,0.49
352.148,1.176,-0.392,0.373
352.156,1.706,0.529,-0.216
352.164,1.902,1.059,-0.235
352.172,1.667,1.765,-0.902
352.18,1.627,2.098,-0.686
352.188,1.529,2.392,-0.157
352.195,1.706,1.686,0
352.203,1.294,-0.118,1.49
352.211,1.471,-1.176,1.549
352.219,2.039,-2.176,1.314
352.227,2.255,-2.412,1.627
352.234,2.431,-2.471,1.039
352.242,2.235,-2.275,1.235
352.25,1.647,-1.804,-0.039
352.258,1.098,-1.471,-0.333
352.266,0.314,-0.922,-0.078
352.273,0,-0.529,-0.647
352.281,-0.196,0.059,0.118
352.289,-0.255,0.196,-0.137
352.297,-0.824,0.314,-0.784
352.305,-1.02,0.078,-0.549
352.313,-0.529,-0.275,-2.02
352.32,-0.647,-0.196,-1.549
352.328,-0.471,0.078,-0.157
352.336,-0.412,0.314,0.059
352.344,-0.294,0.706,1.333
352.352,-0.373,0.922,1.098
352.359,-0.588,1.373,0.471
352.367,-0.686,1.412,0.686
352.375,-0.745,1.078,-0.412
352.383,-0.451,0.902,-0.078
352.391,0.176,0.667,0.333
352.398,-0.02,0.667,-0.275
352.406,-0.216,0.863,-0.196
352.414,-0.235,1.137,-1.431
352.422,-0.627,1.647,-0.765
352.43,-0.824,1.961,-1.059
352.438,-1.078,2.353,-1.647
352.445,-1.275,2.451,-1.314
352.453,-1.529,2.471,-1.98
352.461,-1.686,2.471,-1.902
352.469,-1.882,2.471,-2.353
352.477,-1.941,2.392,-1.725
352.484,-1.863,2.157,-0.627
352.492,-1.765,1.569,-0.863
352.5,-1.647,0.51,0.373
352.508,-1.627,-0.078,0.412
352.516,-1.529,-0.902,-0.745
352.523,-1.471,-1.471,-0.118
352.531,-1.333,-2.02,0.549
352.539,-1.333,-1.647,0.353
352.547,-1.353,-1.451,1.608
352.555,-1.137,-1.451,0.667
352.563,-0.843,-1.353,-0.412
352.57,-0.706,-1.314,-0.745
352.578,-0.529,-1.157,-1.255
352.586,-0.333,-1.137,-0.569
352.594,-0.059,-1.294,-1.941
352.602,-0.059,-1.196,-1.608
352.609,-0.157,-1,-0.98
352.617,-0.157,-0.961,-1.804
352.625,-0.275,-0.824,-1.431
352.633,-0.176,-0.588,-1.706
352.641,-0.059,0.471,-2.078
352.648,-0.02,0.627,-1.961
352.656,0.02,1.039,-2.373
352.664,-0.196,0.588,-1.922
352.672,-0.353,1.255,-1.02
352.68,-0.196,1.078,-0.529
352.688,-0.02,0.725,0.922
352.695,0.176,-0.196,0.98
352.703,0.588,-1.235,2.098
352.711,0.784,-0.51,2.392
352.719,0.941,-0.922,2.451
352.727,0.843,0.039,2.471
352.734,0.627,1.176,2.471
352.742,0.647,-0.059,2.471
352.75,0.784,-0.922,2.294
352.758,0.824,-1.353,2.078
352.766,0.804,-1.941,2.373
352.773,0.922,-1.392,2.431
352.781,0.843,0.392,2.431
352.789,0.961,1.647,2.471
352.797,1.157,2.275,2.471
352.805,1.02,1.392,2.353
352.813,0.882,-1,2.039
352.82,1.118,-0.98,2.059
352.828,1.431,0.059,2.02
352.836,1.549,-0.039,1.667
352.844,1.471,0.902,2.275
352.852,1.294,0,1.902
352.859,0.922,-0.725,1.235
352.867,0.843,-0.549,1.216
352.875,0.941,-0.176,-0.431
352.883,0.765,0.176,0.137
352.891,0.549,0.569,1.098
352.898,0.745,0.471,0.353
352.906,0.549,0.314,0.098
352.914,0.49,0.333,-0.922
352.922,0.373,0.353,0.588
352.93,0.412,0.451,1.412
352.938,0.549,0.392,2.216
352.945,0.451,0.275,1.863
352.953,0.333,-0.02,0.627
352.961,0.255,-0.039,0.804
352.969,0.157,0.137,1.039
352.977,0.176,0.157,0.02
352.984,0.137,0.255,1
352.992,0.235,0.176,0.451
353,0.373,-0.078,-0.412
353.008,0.51,-0.157,-0.078
353.016,0.882,-0.333,-1.059
353.023,1.176,-0.314,-0.627
353.031,1.667,-0.275,-1.902
353.039,1.98,-0.333,-1.725
353.047,2.353,-0.216,-1.078
353.055,2.451,-0.235,-1.588
353.063,2.471,-0.294,-0.549
353.07,2.471,-0.294,-0.843
353.078,2.471,-0.471,-2.078
353.086,1.667,-0.529,-2.078
353.094,-0.196,-0.471,-1.51
353.102,-0.961,-0.49,-0.961
353.109,-1.667,-0.373,-0.255
353.117,-1.804,-0.353,-0.333
353.125,-1.667,-0.216,1.098
353.133,-1.549,-0.235,0.627
353.141,-1.353,-0.333,-0.059
353.148,-1.275,-0.333,0.471
353.156,-1.176,-0.431,-0.196
353.164,-1.275,-0.392,0.078
353.172,-1.451,-0.333,-1.157
353.18,-1.725,-0.392,-0.725
353.188,-2.235,-0.314,0.471
353.195,-2.353,-0.294,0.49
353.203,-2.176,-0.176,1.804
353.211,-2,-0.157,1.431
353.219,-1.784,-0.255,0.51
353.227,-1.549,-0.176,0.569
353.234,-1.255,-0.078,-0.196
353.242,-1.118,-0.118,0.216
353.25,-0.49,-0.059,-1.098
353.258,-0.176,-0.098,-1.255
353.266,0.059,-0.02,-0.353
353.273,0.471,-0.098,-0.961
353.281,1.294,-0.196,-2.118
353.289,1.765,-0.118,-2.412
353.297,2.294,0.02,-2.471
353.305,2.431,0.039,-2.49
353.313,2.471,0.078,-2.49
353.32,2.078,-0.039,-2.235
353.328,1.098,-0.098,-1.922
353.336,0.51,-0.118,-1.118
353.344,0.216,-0.157,1.098
353.352,0.529,-0.039,1.235
353.359,0.196,-0.039,2.176
353.367,0.314,0.02,2.412
353.375,0.157,-0.078,2.471
353.383,0.412,-0.078,1.961
353.391,1.078,0.02,0.647
353.398,0.431,-0.039,0.686
353.406,-1.667,-0.176,2.039
353.414,-2,-0.176,1.627
353.422,-1.451,-0.196,0
353.43,-0.745,-0.176,-0.98
353.438,0.333,-0.373,-2.118
353.445,0.039,-0.353,-2.412
353.453,-1.137,-0.529,-2.471
353.461,-1.725,-0.412,-2.49
353.469,-2.314,0.824,-2.49
353.477,-2.451,0.373,-2.49
353.484,-2.471,-0.118,-2.49
353.492,-2.294,-0.196,-2.49
353.5,-1.98,0,-2.49
353.508,-2.098,0.137,-1.255
353.516,-2.333,0.412,1.549
353.523,-2.294,0.51,2.255
353.531,-2.137,0.353,2.431
353.539,-2.02,0.255,2.02
353.547,-1.569,0.098,0.686
353.555,-0.902,0.098,-0.725
353.563,-0.294,0.039,-2.059
353.57,-0.608,0.098,-2.392
353.578,-0.118,0.02,-2.471
353.586,0.49,0.059,-2.49
353.594,1.98,0.078,-2.49
353.602,2.353,0.02,-2.49
353.609,2.451,0.235,-2.49
353.617,1.216,0.176,-1.255
353.625,-1.569,-0.059,1.549
353.633,-1.706,-0.157,2.255
353.641,-0.961,-0.294,2.431
353.648,-0.843,-0.294,2.471
353.656,0.118,-0.392,2.471
353.664,0.51,-0.353,2.471
353.672,1.667,-0.255,2.471
353.68,1.843,-0.294,1.255
353.688,1.235,-0.216,-1.137
353.695,0.941,-0.275,-1.392
353.703,0.118,-0.333,-1.961
353.711,0.216,-0.294,-1.078
353.719,0.627,-0.392,0
353.727,0.49,-0.353,-1.667
353.734,0.922,-0.255,-2.294
353.742,0.647,-0.235,-2.451
353.75,0.294,-0.137,-2.49
353.758,0.647,-0.118,-2.49
353.766,0.529,0.059,-2.49
353.773,0.765,0.039,-2.49
353.781,0.235,0,-2.49
353.789,0.137,0,-1.745
353.797,0.216,-0.176,-0.059
353.805,-0.431,-0.118,0.863
353.813,-1.118,-0.078,2.078
353.82,-1.078,-0.216,2.373
353.828,-1.098,-0.137,2.451
353.836,-1.078,-0.176,2.471
353.844,-1.765,-0.255,2.471
353.852,-1.706,-0.216,2.471
353.859,-1.549,-0.137,2.471
353.867,-1.902,-0.196,1.471
353.875,-1.49,-0.373,-0.961
353.883,-1.647,-0.333,-1.961
353.891,-2.078,-0.157,-2.373
353.898,-1.118,0.294,-1.216
353.906,0.392,0.902,1.549
353.914,-0.216,0.196,2.255
353.922,-1.745,-0.392,2.431
353.93,-2.314,-0.49,2.471
353.938,-2.451,-0.314,2.471
353.945,-2.49,-0.529,2.471
353.953,-2.49,-0.824,2.471
353.961,-2.49,-0.863,2.471
353.969,-2.49,-0.745,2.471
353.977,-2.451,-0.843,2.471
353.984,-2.392,-0.941,2.471
353.992,-2.196,-0.824,2.471
354,-1.608,-0.961,2.471
354.008,-0.843,-1.039,2.471
354.016,0.49,-0.941,2.471
354.023,0.529,-0.667,2.078
354.031,0.373,-0.216,1.137
354.039,0.961,0.118,0.627
354.047,1.078,0.627,0.039
354.055,1.333,0.804,-0.255
354.063,0.745,1,-0.608
354.07,0.961,1.118,-0.961
354.078,1.412,1.255,-1.49
354.086,1.314,1.275,-1.529
354.094,2.196,1.078,-1.392
354.102,2.118,0.922,-1.431
354.109,1.765,0.745,-1.588
354.117,1.843,0.667,-1.686
354.125,1.314,0.569,-1.745
354.133,1.373,0.647,-1.529
354.141,0.745,0.647,-1.196
354.148,0.627,0.706,-1
354.156,1,0.588,-0.667
354.164,0.667,0.51,-0.706
354.172,0.294,0.373,-0.255
354.18,0.431,0.176,-0.333
354.188,0.216,-0.059,-0.549
354.195,0.529,-0.078,-0.255
354.203,0.137,-0.157,-0.569
354.211,0.373,-0.059,-0.333
354.219,0.863,-0.118,0.196
354.227,0.902,-0.196,0.216
354.234,1.569,-0.412,0.686
354.242,1.49,-0.549,0.588
354.25,1.275,-0.686,0.353
354.258,1.431,-0.588,0.49
354.266,1.118,-0.353,0.275
354.273,1.235,-0.216,0.373
354.281,0.667,0,0.039
354.289,0.529,0.098,0.039
354.297,0.608,0,0.196
354.305,0.02,-0.078,0.059
354.313,-0.647,-0.176,0.314
354.32,-1.137,-0.255,0.157
354.328,-1.922,-0.373,-0.216
354.336,-1.843,-0.353,-0.314
354.344,-2.216,-0.373,-0.529
354.352,-2.02,-0.216,-0.353
354.359,-1.725,-0.275,0.02
354.367,-1.843,-0.235,0.118
354.375,-1.529,-0.216,0.333
354.383,-1.882,-0.333,0.157
354.391,-1.765,-0.235,-0.039
354.398,-1.137,-0.275,0.098
354.406,-0.196,-0.392,0.196
354.414,-0.039,-0.373,0.333
354.422,1.02,-0.471,-0.078
354.43,0.961,-0.412,-0.118
354.438,2.098,-0.294,0
354.445,2.039,-0.333,0.02
354.453,1.373,-0.314,0.353
354.461,0.314,-0.471,0.314
354.469,-1.804,-0.392,0.216
354.477,-1.941,-0.373,0.333
354.484,-0.961,-0.275,-0.059
354.492,-0.549,-0.333,-0.275
354.5,-1.333,-0.529,-0.706
354.508,-1.373,-0.569,-0.588
354.516,-0.333,-0.51,-0.118
354.523,-0.49,-0.49,-0.059
354.531,-0.843,-0.333,0.294
354.539,-0.784,-0.314,0.275
354.547,-1.569,-0.137,0.137
354.555,-1.412,-0.118,0.275
354.563,-2.235,-0.137,-0.137
354.57,-1.98,-0.059,-0.118
354.578,-1.471,-0.137,0.02
354.586,-1.706,-0.059,-0.059
354.594,-0.706,0.078,0.49
354.602,-1,0.078,0.392
354.609,-1.569,0.216,0.137
354.617,-1.176,0.667,0.255
354.625,-2.176,1.49,-0.275
354.633,-2.02,1.314,-0.333
354.641,-1.569,0.941,-0.196
354.648,-1.588,0.667,-0.157
354.656,-0.902,0.078,0.196
354.664,-1.255,-0.02,0.059
354.672,0.529,0.392,0.765
354.68,0.49,0.431,0.706
354.688,-0.529,0.392,0.216
354.695,-0.137,0.529,0.627
354.703,-1.882,0.686,0.98
354.711,-1.039,0.706,0.627
354.719,0.98,0.49,0.588
354.727,0.941,0.431,0.059
354.734,2.098,0.588,0.451
354.742,1.745,0.608,0.176
354.75,1,0.765,-0.294
354.758,1.333,0.745,-0.196
354.766,0.039,0.667,-0.725
354.773,0.686,0.706,-0.569
354.781,1.431,0.451,-0.333
354.789,1.02,0.529,-0.51
354.797,1.412,0.667,-0.216
354.805,0.784,0.569,-0.353
354.813,2.059,0.706,0.098
354.82,1.647,0.627,0.059
354.828,0.804,0.863,-0.118
354.836,1.255,0.902,0.118
354.844,-0.176,0.804,-0.176
354.852,0.275,1.02,0
354.859,1.118,1.157,0.275
354.867,0.51,1.275,0.176
354.875,1.98,1.882,0.588
354.883,1.471,1.922,0.451
354.891,0.451,1.059,0.235
354.898,1.059,0.51,0.431
354.906,0.294,0.157,0.196
354.914,1.078,0.137,0.451
354.922,-0.51,-0.314,-0.216
354.93,-0.216,-0.255,-0.098
354.938,0.49,-0.039,0.471
354.945,-0.686,0,-0.412
354.953,1.216,0.275,-1.569
354.961,1.157,0.51,-1.667
354.969,0.588,0.961,-2.294
354.977,1.333,1.196,-2.451
354.984,0.863,1.882,-2.49
354.992,1.392,2.196,-2.314
355,-0.275,2.412,-1.863
355.008,-0.471,1.941,-0.667
355.016,1.549,0.961,1.686
355.023,0.706,0.824,1.608
355.031,-0.51,0.235,0.49
355.039,0.392,-0.118,-0.059
355.047,-0.392,-0.549,-1.882
355.055,0.588,-0.804,-1.961
355.063,-1.314,-1.078,-1.51
355.07,-0.804,-1,-1.196
355.078,0.333,-0.902,0
355.086,-0.471,-1.196,-1.137
355.094,1.569,-1.667,-2.098
355.102,0.961,-1.333,-2.255
355.109,-0.373,-0.451,-2.431
355.117,0.314,-0.373,-2.49
355.125,-1.686,-0.137,-2.49
355.133,-1.118,-0.098,-2.49
355.141,-0.137,-0.314,-2.49
355.148,-0.941,-0.314,-2.49
355.156,-0.176,-0.235,-2.49
355.164,-1.098,-0.333,-1.51
355.172,0.431,-0.216,0.843
355.18,0.157,-0.235,1.863
355.188,-0.961,-0.059,2.333
355.195,-0.294,-0.078,2.314
355.203,-1.824,-0.196,1.863
355.211,-1.235,-0.176,0.471
355.219,-0.137,-0.294,-1.765
355.227,-0.804,-0.255,-2.314
355.234,1.137,-0.118,-2.451
355.242,0.529,-0.176,-1.784
355.25,-0.608,-0.137,-0.098
355.258,0.51,-0.176,0.98
355.266,0,-0.02,1.863
355.273,0.824,-0.039,0.863
355.281,-0.98,-0.176,-1.039
355.289,-0.843,-0.157,-1.627
355.297,0,-0.098,-1.157
355.305,-0.902,-0.176,-0.216
355.313,0.843,-0.078,1.51
355.32,0.667,-0.118,1.275
355.328,-0.196,-0.176,-0.235
355.336,0.608,-0.176,-0.549
355.344,-0.961,-0.255,-0.196
355.352,-0.373,-0.098,0.588
355.359,0.647,-0.176,1.647
355.367,-0.176,-0.157,1.078
355.375,1.353,-0.039,0.373
355.383,0.49,-0.137,0.569
355.391,-0.725,-0.255,1.686
355.398,0.039,-0.373,2.176
355.406,-0.588,-0.51,2.412
355.414,0.431,-0.569,2.471
355.422,-1.216,-0.98,2.471
355.43,-0.686,-1.235,1.922
355.438,0.569,-1.51,0.588
355.445,-0.235,-1.078,-0.549
355.453,1.765,-0.49,-1.922
355.461,1.059,-1.02,-1.157
355.469,-0.353,-1.118,1.137
355.477,0.569,-0.765,1.961
355.484,-1.588,-0.765,1.745
355.492,-0.882,-0.569,0.569
355.5,0.412,-0.706,-1.725
355.508,-0.471,-0.804,-1.941
355.516,1.588,-0.922,-1.373
355.523,0.706,-0.725,-1.255
355.531,-0.451,-0.49,-0.784
355.539,0.51,-0.627,-0.98
355.547,-0.471,-0.529,-1.529
355.555,0.49,-0.353,-1.196
355.563,-1.725,0,-0.882
355.57,-1.137,0.275,-0.902
355.578,0.157,0.608,-0.627
355.586,-0.627,0.627,-0.745
355.594,1.608,0.725,-0.588
355.602,0.98,0.647,-0.725
355.609,-0.373,0.549,-0.275
355.617,0.549,0.549,-0.137
355.625,-1.549,0.471,-0.49
355.633,-0.784,0.392,-0.333
355.641,0.471,0.216,-0.157
355.648,-0.412,0.118,-0.255
355.656,1.647,0,0.02
355.664,0.902,-0.137,-0.059
355.672,-0.157,-0.412,0.353
355.68,0.627,-0.078,0.255
355.688,-0.373,0.451,0
355.695,0.51,0.98,0.137
355.703,-1.745,1.882,-0.176
355.711,-1.235,2.255,-0.059
355.719,-0.02,2.431,0.137
355.727,-0.784,2.275,0.02
355.734,1.216,2.059,0.49
355.742,0.608,1.51,0.353
355.75,-0.529,-0.294,0.059
355.758,0.353,0,0.196
355.766,-1.686,1.333,-0.02
355.773,-0.882,0.961,0.235
355.781,0.412,-0.216,0.451
355.789,-0.333,-0.059,0.137
355.797,0.608,0.706,0.235
355.805,-0.353,0.255,0.275
355.813,1.667,-0.216,0.882
355.82,1.118,-0.333,0.804
355.828,-0.176,-0.961,0.451
355.836,0.608,-1.294,0.392
355.844,-1.51,-1.549,-0.059
355.852,-0.863,-1.392,0.059
355.859,0.49,-1.529,0.373
355.867,-0.314,-1.765,0.353
355.875,1.765,-2.275,0.804
355.883,1.078,-2.333,0.627
355.891,-0.216,-2.235,0.314
355.898,0.667,-2.431,0.314
355.906,-0.216,-2.49,0.059
355.914,0.745,-2.49,0.255
355.922,-1.255,-2.49,-0.059
355.93,-0.824,-2.49,0.118
355.938,0.569,-2.49,0.529
355.945,-0.255,-2.49,0
355.953,1.608,-2.49,-0.49
355.961,1,-2.49,-0.176
355.969,-0.431,-2.49,0.235
355.977,0.294,-2.176,0.157
355.984,-1.804,-1.529,-0.49
355.992,-1.157,-1.02,-0.49
356,0.157,0,-0.294
356.008,-0.667,0.373,-0.176
356.016,1.353,0.961,0.431
356.023,0.608,1.373,0.216
356.031,-0.471,1.902,-0.157
356.039,0.49,1.961,-0.039
356.047,-0.667,2.353,-0.02
356.055,0.235,2.451,0.216
356.063,-1.608,2.471,-0.157
356.07,-0.98,2.471,-0.059
356.078,0.549,2.471,0.098
356.086,-0.118,2.176,-0.137
356.094,1.824,1.686,0.196
356.102,1.392,1.431,0.118
356.109,0.353,0.549,0
356.117,1,0.667,0.216
356.125,-0.686,0.941,-0.118
356.133,-0.118,0.255,-0.039
356.141,0.588,-0.804,0.157
356.148,-0.529,-1.51,0.137
356.156,1.392,-2.255,0.51
356.164,0.627,-2.392,0.255
356.172,-0.333,-2.294,-0.02
356.18,0.471,-2.137,-0.118
356.188,-0.529,-1.922,-0.431
356.195,0.275,-1.51,0
356.203,-1.412,-0.549,0.314
356.211,-0.882,0.412,0.059
356.219,0.157,1.961,-0.275
356.227,-0.647,2.353,-0.333
356.234,1.235,2.451,0.059
356.242,0.647,2.471,-0.059
356.25,-0.647,2.471,-0.255
356.258,-0.039,1.235,-0.039
356.266,-1.863,-1.569,-0.373
356.273,-1.333,-1.667,-0.255
356.281,-0.275,-0.392,-0.078
356.289,-0.843,0.686,-0.137
356.297,0.176,2.039,0.118
356.305,-0.569,1.118,0
356.313,1.373,-1.588,0.353
356.32,1.098,-2.275,0.176
356.328,0.059,-2.451,-0.098
356.336,0.922,-2.49,0.098
356.344,-0.784,-2.49,-0.275
356.352,-0.235,-2.49,-0.196
356.359,0.824,-2.49,-0.059
356.367,-0.059,-2.157,-0.157
356.375,0.431,-1.373,0.392
356.383,-0.255,-0.902,0.843
356.391,1.608,-0.294,1.804
356.398,1.373,0.549,1.667
356.406,0.431,2,0.451
356.414,1.176,2.353,-0.235
356.422,-0.333,2.451,-1.098
356.43,-0.059,1.216,-1.039
356.438,0.863,-1.569,-0.725
356.445,0.098,-2.275,-0.588
356.453,1.529,-2.451,0.333
356.461,1.078,-2.471,1
356.469,-0.059,-2.412,2.118
356.477,0.196,-2.255,2.392
356.484,-1.392,-1.98,2.451
356.492,-0.843,-1.745,2.235
356.5,0.314,-1.353,1.706
356.508,-0.039,-1.098,1.824
356.516,0.882,-0.725,2.196
356.523,0.412,-0.431,1.314
356.531,1.725,0,-0.373
356.539,1.765,0.294,-1.216
356.547,1.235,0.725,-2.176
356.555,1.824,0.961,-2.039
356.563,1.235,1.294,-1.373
356.57,1.353,1.549,-1
356.578,1.471,1.902,-0.235
356.586,0.647,2.137,-0.765
356.594,1.627,2.392,-1.667
356.602,1.039,2.451,-1.784
356.609,-0.059,2.471,-1.02
356.617,0.216,2.471,-0.431
356.625,-1.314,2.471,0.196
356.633,-0.941,1.98,-0.039
356.641,-0.235,0.804,-1.059
356.648,-0.843,0.176,-1.137
356.656,0.431,-0.451,-0.431
356.664,-0.098,-0.392,-0.216
356.672,-0.765,0,0.392
356.68,-0.255,0.451,0.314
356.688,-0.98,1.255,-0.078
356.695,-0.529,1.725,-0.098
356.703,-2,2.294,-0.804
356.711,-1.647,2.431,-0.667
356.719,-0.843,2.471,-0.235
356.727,-1.392,2.059,-0.333
356.734,-0.157,1.176,0.157
356.742,-0.549,0.333,-0.02
356.75,-1.275,-1.333,-0.294
356.758,-0.686,-1.941,0.059
356.766,-1.941,-2.353,-0.235
356.773,-1.49,-2.373,0.059
356.781,-0.765,-2.098,0.373
356.789,-1.02,-1.078,0.059
356.797,0.196,0.843,0.078
356.805,-0.02,1.627,-0.118
356.813,1.373,2.275,0.471
356.82,1.118,2.176,0.275
356.828,0.333,1.569,-0.196
356.836,1,0.451,-0.059
356.844,-0.275,-1.451,-0.627
356.852,0.176,-1.922,-0.412
356.859,1.059,-1.745,0
356.867,0.412,-1.51,-0.118
356.875,1.608,-1.137,0.392
356.883,1.118,-0.569,0.157
356.891,0.294,0.451,-0.137
356.898,0.882,0.961,0.255
356.906,0.314,1.431,0.196
356.914,1.02,1.549,0.51
356.922,-0.373,1.686,-0.02
356.93,-0.392,1.765,0.059
356.938,-0.039,1.824,0.275
356.945,-1.098,1.922,-0.137
356.953,-0.039,2.176,0.235
356.961,-0.451,2.157,0.039
356.969,-1.255,1.961,-0.216
356.977,-0.725,1.804,0.275
356.984,-2.059,1.431,0.137
356.992,-1.804,0.961,0.275
357,-1.157,0.196,-0.235
357.008,-1.49,-0.235,-0.255
357.016,-0.784,-0.843,0.255
357.023,-1.157,-1.039,0.431
357.031,0.255,-0.902,1.157
357.039,0.373,-0.98,1.078
357.047,-0.294,-1.157,0.412
357.055,0.392,-1.078,0.51
357.063,-0.961,-0.863,0.784
357.07,-0.686,-0.706,0.922
357.078,0.176,-0.569,1.686
357.086,-0.451,-0.549,1.529
357.094,1.02,-0.275,1.216
357.102,0.627,-0.118,0.667
357.109,-0.216,0.137,-0.235
357.117,0.51,0.196,-0.255
357.125,-0.765,0.059,-0.765
357.133,-0.235,0.02,-0.882
357.141,0.569,-0.157,-1.412
357.148,-0.216,-0.373,-1.098
357.156,0.961,-0.843,-0.039
357.164,0.294,-1.039,0.314
357.172,-0.569,-0.922,0.765
357.18,-0.059,-1.039,0.667
357.188,-0.824,-1.176,0.235
357.195,-0.137,-0.765,0.02
357.203,-1.49,0.157,-0.824
357.211,-1.039,0.686,-0.667
357.219,-0.02,0.451,-0.078
357.227,-0.51,0.745,-0.039
357.234,1.02,1.353,0.431
357.242,0.588,1.078,0.255
357.25,-0.314,0.333,0
357.258,0.196,-0.02,0.353
357.266,-1.275,-0.451,0.216
357.273,-0.804,-0.392,0.412
357.281,-0.02,-0.569,-0.059
357.289,-0.549,-0.588,-0.098
