time,CH1
406.564,-0.00628662
406.568,-0.0012207
406.572,-0.00579834
406.576,-0.0131836
406.58,-0.0184326
406.584,-0.0200195
406.588,-0.0195923
406.592,-0.0177002
406.596,-0.0151978
406.6,-0.0133667
406.604,-0.0119019
406.608,-0.0109863
406.612,-0.010376
406.616,-0.00976562
406.62,-0.00872803
406.624,-0.00750732
406.628,-0.00610352
406.632,-0.00457764
406.636,-0.00341797
406.64,-0.00219727
406.644,-0.000732422
406.648,0.000854492
406.652,0.00262451
406.656,0.00421143
406.66,0.00543213
406.664,0.0065918
406.668,0.00836182
406.672,0.010498
406.676,0.0130615
406.68,0.0161133
406.684,0.0197144
406.688,0.0223389
406.692,0.0244751
406.696,0.0270386
406.7,0.0299072
406.704,0.0333862
406.708,0.0371094
406.712,0.0413818
406.716,0.0453491
406.72,0.0497437
406.724,0.0549316
406.728,0.06073
406.732,0.0672607
406.736,0.0734253
406.74,0.0796509
406.744,0.0862427
406.748,0.0934448
406.752,0.101318
406.756,0.109924
406.76,0.119019
406.764,0.128479
406.768,0.138306
406.772,0.147888
406.776,0.157349
406.78,0.166565
406.784,0.174988
406.788,0.182312
406.792,0.188354
406.796,0.193359
406.8,0.197632
406.804,0.200256
406.808,0.200989
406.812,0.199951
406.816,0.196777
406.82,0.190735
406.824,0.181946
406.828,0.170776
406.832,0.156555
406.836,0.140015
406.84,0.121399
406.844,0.101807
406.848,0.0817261
406.852,0.0627441
406.856,0.0452881
406.86,0.0298462
406.864,0.0169067
406.868,0.00628662
406.872,-0.00256348
406.876,-0.00958252
406.88,-0.0148315
406.884,-0.0188599
406.888,-0.0221558
406.892,-0.0253296
406.896,-0.0274048
406.9,-0.0289307
406.904,-0.0302124
406.908,-0.0306396
406.912,-0.0308228
406.916,-0.0305176
406.92,-0.0302124
406.924,-0.0296631
406.928,-0.0291748
406.932,-0.0283813
406.936,-0.027771
406.94,-0.0273438
406.944,-0.0267944
406.948,-0.026123
406.952,-0.0256958
406.956,-0.0246582
406.96,-0.0237427
406.964,-0.0229492
406.968,-0.0221558
406.972,-0.0214233
406.976,-0.0206909
406.98,-0.0202026
406.984,-0.0196533
406.988,-0.0192261
406.992,-0.0189209
406.996,-0.0182495
407,-0.0175171
407.004,-0.0171509
407.008,-0.0167236
407.012,-0.0163574
407.016,-0.0158691
407.02,-0.0158691
407.024,-0.0165405
407.028,-0.0170898
407.032,-0.0172729
407.036,-0.0169678
407.04,-0.0162964
407.044,-0.0151978
407.048,-0.013916
407.052,-0.0126343
407.056,-0.0123901
407.06,-0.0128784
407.064,-0.0136108
407.068,-0.0147705
407.072,-0.0157471
407.076,-0.0163574
407.08,-0.0164185
407.084,-0.0157471
407.088,-0.0149536
407.092,-0.0141602
407.096,-0.0136108
407.1,-0.0131836
407.104,-0.0130615
407.108,-0.0129395
407.112,-0.0128174
407.116,-0.0130615
407.12,-0.0136719
407.124,-0.0142822
407.128,-0.0143433
407.132,-0.013855
407.136,-0.0133667
407.14,-0.0133667
407.144,-0.013916
407.148,-0.0150146
407.152,-0.0162964
407.156,-0.0172729
407.16,-0.0174561
407.164,-0.0171509
407.168,-0.0169067
407.172,-0.0172729
407.176,-0.0187988
407.18,-0.0211182
407.184,-0.0227051
407.188,-0.0236206
407.192,-0.0237427
407.196,-0.0233154
407.2,-0.022583
407.204,-0.022644
407.208,-0.0234985
407.212,-0.0245972
407.216,-0.0255737
407.22,-0.0263672
407.224,-0.0266113
407.228,-0.0263062
407.232,-0.0262451
407.236,-0.0264893
407.24,-0.0267334
407.244,-0.0270996
407.248,-0.0272217
407.252,-0.0273438
407.256,-0.0275269
407.26,-0.0279541
407.264,-0.0282593
407.268,-0.0286255
407.272,-0.0289917
407.276,-0.0296021
407.28,-0.02948
407.284,-0.0290527
407.288,-0.0285034
407.292,-0.0284424
407.296,-0.0285645
407.3,-0.0285034
407.304,-0.0288086
407.308,-0.0290527
407.312,-0.0290527
407.316,-0.0291748
407.32,-0.0296631
407.324,-0.0303345
407.328,-0.0308838
407.332,-0.031311
407.336,-0.03125
407.34,-0.0308838
407.344,-0.0303955
407.348,-0.0300903
407.352,-0.0301514
407.356,-0.0303955
407.36,-0.0307007
407.364,-0.0309448
407.368,-0.0310059
407.372,-0.0307007
407.376,-0.0300903
407.38,-0.02948
407.384,-0.0292358
407.388,-0.0297241
407.392,-0.0307007
407.396,-0.0315552
407.4,-0.0318604
407.404,-0.0314941
407.408,-0.0305786
407.412,-0.0293579
407.416,-0.0286255
407.42,-0.0284424
407.424,-0.0288696
407.428,-0.0289917
407.432,-0.0288696
407.436,-0.0285034
407.44,-0.0281982
407.444,-0.0276489
407.448,-0.0272217
407.452,-0.0267944
407.456,-0.026123
407.46,-0.0253906
407.464,-0.0249023
407.468,-0.0245972
407.472,-0.0245361
407.476,-0.0245361
407.48,-0.024231
407.484,-0.0236816
407.488,-0.0233154
407.492,-0.0233154
407.496,-0.0233765
407.5,-0.0233765
407.504,-0.0237427
407.508,-0.024292
407.512,-0.024231
407.516,-0.024231
407.52,-0.0240479
407.524,-0.0239868
407.528,-0.0240479
407.532,-0.024292
407.536,-0.0247192
407.54,-0.0241089
407.544,-0.022583
407.548,-0.0214844
407.552,-0.0213013
407.556,-0.0220947
407.56,-0.0229492
407.564,-0.0232544
407.568,-0.022644
407.572,-0.0217896
407.576,-0.0213013
407.58,-0.020874
407.584,-0.0204468
407.588,-0.0206909
407.592,-0.0212402
407.596,-0.0213623
407.6,-0.0216064
407.604,-0.0211792
407.608,-0.0210571
407.612,-0.0204468
407.616,-0.0205078
407.62,-0.0211792
407.624,-0.0215454
407.628,-0.0214844
407.632,-0.0211182
407.636,-0.020813
407.64,-0.020752
407.644,-0.0203247
407.648,-0.0197144
407.652,-0.019165
407.656,-0.0185547
407.66,-0.0180054
407.664,-0.0172119
407.668,-0.0163574
407.672,-0.0148315
407.676,-0.0133667
407.68,-0.0106812
407.684,-0.0065918
407.688,-0.0012207
407.692,0.00445557
407.696,0.0106812
407.7,0.0174561
407.704,0.0244751
407.708,0.0315552
407.712,0.0376587
407.716,0.0423584
407.72,0.0443115
407.724,0.0438843
407.728,0.041687
407.732,0.0386353
407.736,0.0354614
407.74,0.0324097
407.744,0.0285645
407.748,0.022583
407.752,0.0132446
407.756,0.00109863
407.76,-0.0111694
407.764,-0.0211792
407.768,-0.0268555
407.772,-0.027832
407.776,-0.0268555
407.78,-0.0251465
407.784,-0.024231
407.788,-0.0249023
407.792,-0.0266113
407.796,-0.027832
407.8,-0.0285645
407.804,-0.0287476
407.808,-0.0288086
407.812,-0.0287476
407.816,-0.0285034
407.82,-0.0281982
407.824,-0.0283203
407.828,-0.0289307
407.832,-0.0304565
407.836,-0.0326538
407.84,-0.0320435
407.844,-0.0227051
407.848,0.0055542
407.852,0.0592041
407.856,0.139832
407.86,0.244324
407.864,0.361389
407.868,0.468628
407.872,0.53064
407.876,0.517212
407.88,0.417786
407.884,0.255493
407.888,0.0836792
407.892,-0.0493774
407.896,-0.117737
407.9,-0.125061
407.904,-0.0946655
407.908,-0.0517578
407.912,-0.0142212
407.916,0.00891113
407.92,0.015625
407.924,0.0112915
407.928,0.00372314
407.932,-0.00195312
407.936,-0.00372314
407.94,-0.00280762
407.944,-0.00109863
407.948,0.000488281
407.952,0.00134277
407.956,0.0020752
407.96,0.00299072
407.964,0.00415039
407.968,0.00531006
407.972,0.00622559
407.976,0.00689697
407.98,0.00738525
407.984,0.00823975
407.988,0.00958252
407.992,0.0111694
407.996,0.0131836
408,0.0148926
408.004,0.0159912
408.008,0.0171509
408.012,0.0183105
408.016,0.0194092
408.02,0.0205078
408.024,0.0217896
408.028,0.0236816
408.032,0.0256958
408.036,0.0283203
408.04,0.0306396
408.044,0.0332031
408.048,0.0359497
408.052,0.0396118
408.056,0.0432739
408.06,0.0473022
408.064,0.0514526
408.068,0.0559692
408.072,0.0604248
408.076,0.0651245
408.08,0.0705566
408.084,0.076355
408.088,0.0829468
408.092,0.0896606
408.096,0.0969849
408.1,0.104675
408.104,0.112183
408.108,0.120178
408.112,0.129089
408.116,0.138184
408.12,0.147278
408.124,0.156555
408.128,0.166016
408.132,0.175354
408.136,0.184143
408.14,0.192139
408.144,0.198669
408.148,0.20459
408.152,0.209412
408.156,0.213013
408.16,0.214417
408.164,0.213867
408.168,0.211792
408.172,0.207336
408.176,0.200745
408.18,0.191833
408.184,0.180115
408.188,0.164612
408.192,0.146301
408.196,0.126526
408.2,0.106262
408.204,0.0859985
408.208,0.0674438
408.212,0.0507812
408.216,0.0366211
408.22,0.0245972
408.224,0.0151978
408.228,0.00750732
408.232,0.00115967
408.236,-0.00439453
408.24,-0.00872803
408.244,-0.0119019
408.248,-0.0135498
408.252,-0.0150757
408.256,-0.0159912
408.26,-0.0169067
408.264,-0.0177002
408.268,-0.0182495
408.272,-0.019104
408.276,-0.0197754
408.28,-0.0195923
408.284,-0.0186768
408.288,-0.0172119
408.292,-0.0161133
408.296,-0.0153809
408.3,-0.0152588
408.304,-0.0150757
408.308,-0.0150757
408.312,-0.0139771
408.316,-0.0124512
408.32,-0.0112305
408.324,-0.0103149
408.328,-0.0098877
408.332,-0.00964355
408.336,-0.00976562
408.34,-0.00946045
408.344,-0.00860596
408.348,-0.00805664
408.352,-0.00756836
408.356,-0.00756836
408.36,-0.00762939
408.364,-0.00695801
408.368,-0.00579834
408.372,-0.00476074
408.376,-0.00415039
408.38,-0.00408936
408.384,-0.00396729
408.388,-0.00396729
408.392,-0.00378418
408.396,-0.00341797
408.4,-0.00341797
408.404,-0.00372314
408.408,-0.0045166
408.412,-0.00500488
408.416,-0.00512695
408.42,-0.00579834
408.424,-0.00628662
408.428,-0.00671387
408.432,-0.00708008
408.436,-0.00720215
408.44,-0.00738525
408.444,-0.00720215
408.448,-0.00695801
408.452,-0.0065918
408.456,-0.00665283
408.46,-0.00689697
408.464,-0.00708008
408.468,-0.00738525
408.472,-0.00830078
408.476,-0.00927734
408.48,-0.0100708
408.484,-0.0103149
408.488,-0.00994873
408.492,-0.00958252
408.496,-0.00915527
408.5,-0.00939941
408.504,-0.0105591
408.508,-0.0116577
408.512,-0.0126953
408.516,-0.0131836
408.52,-0.0135498
408.524,-0.0139771
408.528,-0.0145264
408.532,-0.0150146
408.536,-0.0158081
408.54,-0.0163574
408.544,-0.0169067
408.548,-0.0175171
408.552,-0.0183716
408.556,-0.019104
408.56,-0.0201416
408.564,-0.0205078
408.568,-0.0210571
408.572,-0.0216675
408.576,-0.0222168
408.58,-0.022644
408.584,-0.0229492
408.588,-0.0236816
408.592,-0.0246582
408.596,-0.0258789
408.6,-0.0267944
408.604,-0.0274658
408.608,-0.027771
408.612,-0.02771
408.616,-0.027771
408.62,-0.027771
408.624,-0.02771
408.628,-0.0270996
408.632,-0.0263062
408.636,-0.026062
408.64,-0.0266724
408.644,-0.0273438
408.648,-0.0281372
408.652,-0.0287476
408.656,-0.0289307
408.66,-0.0289917
408.664,-0.0290527
408.668,-0.0285645
408.672,-0.0283203
408.676,-0.0279541
408.68,-0.0275879
408.684,-0.0276489
408.688,-0.027832
408.692,-0.0280151
408.696,-0.0280762
408.7,-0.0283813
408.704,-0.0288086
408.708,-0.0287476
408.712,-0.0281372
408.716,-0.0272827
408.72,-0.0266724
408.724,-0.026123
408.728,-0.026062
408.732,-0.0255127
408.736,-0.0252075
408.74,-0.0250854
408.744,-0.0249023
408.748,-0.0247192
408.752,-0.0245972
408.756,-0.024353
408.76,-0.0238037
408.764,-0.0232544
408.768,-0.0228882
408.772,-0.0231934
408.776,-0.0238647
408.78,-0.0244751
408.784,-0.0245361
408.788,-0.024353
408.792,-0.0241699
408.796,-0.0236206
408.8,-0.0234375
408.804,-0.0233765
408.808,-0.0230713
408.812,-0.0223389
408.816,-0.0222168
408.82,-0.0222778
408.824,-0.0227051
408.828,-0.0229492
408.832,-0.022644
408.836,-0.0219727
408.84,-0.0213013
408.844,-0.020752
408.848,-0.0203247
408.852,-0.0197754
408.856,-0.0195923
408.86,-0.0199585
408.864,-0.0200806
408.868,-0.0202637
408.872,-0.0202026
408.876,-0.0202026
408.88,-0.0195312
408.884,-0.0188599
408.888,-0.0178223
408.892,-0.0170898
408.896,-0.0164795
408.9,-0.0162964
408.904,-0.0164185
408.908,-0.0165405
408.912,-0.0163574
408.916,-0.0161133
408.92,-0.0160522
408.924,-0.0162354
408.928,-0.0162964
408.932,-0.0164795
408.936,-0.0164185
408.94,-0.0158691
408.944,-0.015686
408.948,-0.0150757
408.952,-0.0146484
408.956,-0.0142212
408.96,-0.0139771
408.964,-0.0133667
408.968,-0.0129395
408.972,-0.0123901
408.976,-0.012146
408.98,-0.0119629
408.984,-0.0118408
408.988,-0.0119019
408.992,-0.0122681
408.996,-0.0125122
409,-0.0129395
409.004,-0.0136108
409.008,-0.0145874
409.012,-0.0150757
409.016,-0.0151978
409.02,-0.0150757
409.024,-0.0145264
409.028,-0.0143433
409.032,-0.0141602
409.036,-0.0147095
409.04,-0.0149536
409.044,-0.0143433
409.048,-0.0136108
409.052,-0.0127563
409.056,-0.0123901
409.06,-0.0128174
409.064,-0.0137939
409.068,-0.0140991
409.072,-0.013916
409.076,-0.0133057
409.08,-0.0124512
409.084,-0.012146
409.088,-0.0120239
409.092,-0.0124512
409.096,-0.0129395
409.1,-0.0131226
409.104,-0.0133057
409.108,-0.0136719
409.112,-0.0134888
409.116,-0.0134888
409.12,-0.0133057
409.124,-0.0132446
409.128,-0.0125122
409.132,-0.0119019
409.136,-0.0118408
409.14,-0.0118408
409.144,-0.0122681
409.148,-0.0123901
409.152,-0.0122681
409.156,-0.0117188
409.16,-0.0110474
409.164,-0.0101929
409.168,-0.00958252
409.172,-0.00958252
409.176,-0.010437
409.18,-0.0106812
409.184,-0.010437
409.188,-0.0090332
409.192,-0.00628662
409.196,-0.00146484
409.2,0.00408936
409.204,0.0103149
409.208,0.0167236
409.212,0.0240479
409.216,0.0316772
409.22,0.0389404
409.224,0.0455933
409.228,0.050293
409.232,0.0523071
409.236,0.052002
409.24,0.0494995
409.244,0.0465088
409.248,0.0431519
409.252,0.0402832
409.256,0.036438
409.26,0.0307617
409.264,0.0219727
409.268,0.0108032
409.272,-0.00134277
409.276,-0.0118408
409.28,-0.0183716
409.284,-0.0205078
409.288,-0.0192871
409.292,-0.017334
409.296,-0.0159912
409.3,-0.0161133
409.304,-0.017395
409.308,-0.019104
409.312,-0.0202026
409.316,-0.0204468
409.32,-0.0205078
409.324,-0.0206909
409.328,-0.0201416
409.332,-0.0195923
409.336,-0.0194092
409.34,-0.0204468
409.344,-0.0227051
409.348,-0.0236206
409.352,-0.015625
409.356,0.0109253
409.36,0.0640869
409.364,0.145386
409.368,0.251343
409.372,0.371826
409.376,0.484619
409.38,0.555725
409.384,0.551941
409.388,0.460266
409.392,0.29834
409.396,0.120972
409.4,-0.0217896
409.404,-0.100159
409.408,-0.114014
409.412,-0.0856323
409.416,-0.0422974
409.42,-0.003479
409.424,0.0199585
409.428,0.0269165
409.432,0.022522
409.436,0.0142212
409.44,0.00756836
409.444,0.00537109
409.448,0.00610352
409.452,0.00787354
409.456,0.00946045
409.46,0.0101929
409.464,0.0103149
409.468,0.0109863
409.472,0.012085
409.476,0.013855
409.48,0.0154419
409.484,0.0164185
409.488,0.0169678
409.492,0.0172729
409.496,0.0177612
409.5,0.0186768
409.504,0.0195923
409.508,0.0203857
409.512,0.0215454
409.516,0.0227661
409.52,0.0238647
409.524,0.0248413
409.528,0.0264282
409.532,0.0286255
409.536,0.0308228
409.54,0.03302
409.544,0.0352173
409.548,0.0372314
409.552,0.0394897
409.556,0.0422974
409.56,0.0455933
409.564,0.0487671
409.568,0.0526123
409.572,0.0562744
409.576,0.0604248
409.58,0.0654297
409.584,0.0706177
409.588,0.0758057
409.592,0.0810547
409.596,0.0872803
409.6,0.0935669
409.604,0.100159
409.608,0.106689
409.612,0.113708
409.616,0.121338
409.62,0.129761
409.624,0.139099
409.628,0.14917
409.632,0.15918
409.636,0.16864
409.64,0.177856
409.644,0.187195
409.648,0.196289
409.652,0.204224
409.656,0.210876
409.66,0.21582
409.664,0.219482
409.668,0.221558
409.672,0.221924
409.676,0.220276
409.68,0.21698
409.684,0.211548
409.688,0.203613
409.692,0.19342
409.696,0.179993
409.7,0.163513
409.704,0.144226
409.708,0.123474
409.712,0.103027
409.716,0.0838013
409.72,0.0662231
409.724,0.0505981
409.728,0.0374146
409.732,0.026123
409.736,0.0167847
409.74,0.00946045
409.744,0.00402832
409.748,-0.000183105
409.752,-0.00323486
409.756,-0.0057373
409.76,-0.00805664
409.764,-0.00970459
409.768,-0.010498
409.772,-0.0109253
409.776,-0.0114746
409.78,-0.0119629
409.784,-0.0126343
409.788,-0.0131836
409.792,-0.0131836
409.796,-0.0128784
409.8,-0.012146
409.804,-0.0114136
409.808,-0.0110474
409.812,-0.0105591
409.816,-0.0101318
409.82,-0.00982666
409.824,-0.00946045
409.828,-0.00872803
409.832,-0.00769043
409.836,-0.00695801
409.84,-0.00640869
409.844,-0.00604248
409.848,-0.0055542
409.852,-0.00488281
409.856,-0.0045166
409.86,-0.00384521
409.864,-0.00335693
409.868,-0.00274658
409.872,-0.00219727
409.876,-0.00231934
409.88,-0.00274658
409.884,-0.00305176
409.888,-0.00360107
409.892,-0.00384521
409.896,-0.00360107
409.9,-0.00292969
409.904,-0.00274658
409.908,-0.00317383
409.912,-0.00317383
409.916,-0.00335693
409.92,-0.00384521
409.924,-0.00439453
409.928,-0.0043335
409.932,-0.0045166
409.936,-0.00439453
409.94,-0.0045166
409.944,-0.00506592
409.948,-0.00567627
409.952,-0.00604248
409.956,-0.00616455
409.96,-0.00628662
409.964,-0.00646973
409.968,-0.00646973
409.972,-0.00653076
409.976,-0.00622559
409.98,-0.0057373
409.984,-0.00561523
409.988,-0.00531006
409.992,-0.00549316
409.996,-0.0055542
410,-0.00585938
410.004,-0.00701904
410.008,-0.00860596
410.012,-0.0101929
410.016,-0.0107422
410.02,-0.0109863
410.024,-0.0101929
410.028,-0.00958252
410.032,-0.00939941
410.036,-0.0101318
410.04,-0.0113525
410.044,-0.0126953
410.048,-0.0140991
410.052,-0.0151367
410.056,-0.0154419
410.06,-0.0159302
410.064,-0.0160522
410.068,-0.0159302
410.072,-0.0161133
410.076,-0.0165405
410.08,-0.0172729
410.084,-0.0180054
410.088,-0.0186768
410.092,-0.0194092
410.096,-0.0199585
410.1,-0.0203857
410.104,-0.0213013
410.108,-0.0217896
410.112,-0.0220337
410.116,-0.0218506
410.12,-0.0222778
410.124,-0.0231934
410.128,-0.0238037
410.132,-0.0245972
410.136,-0.0250854
410.14,-0.0255737
410.144,-0.0258789
410.148,-0.0261841
410.152,-0.026001
410.156,-0.0256958
410.16,-0.0255737
410.164,-0.0253296
410.168,-0.0253906
410.172,-0.0256348
410.176,-0.0252686
410.18,-0.0246582
410.184,-0.0238037
410.188,-0.0234985
410.192,-0.0238647
410.196,-0.024353
410.2,-0.0250244
410.204,-0.0256958
410.208,-0.0263062
410.212,-0.0261841
410.216,-0.0258789
410.22,-0.0253906
410.224,-0.0250854
410.228,-0.0246582
410.232,-0.0249023
410.236,-0.0252075
410.24,-0.0258179
410.244,-0.0255737
410.248,-0.0251465
410.252,-0.0248413
410.256,-0.0247192
410.26,-0.0248413
410.264,-0.0249023
410.268,-0.0247803
410.272,-0.0241699
410.276,-0.0241089
410.28,-0.0241089
410.284,-0.0238647
410.288,-0.0235596
410.292,-0.0233765
410.296,-0.022583
410.3,-0.0218506
410.304,-0.0211792
410.308,-0.020752
410.312,-0.0203857
410.316,-0.0200806
410.32,-0.0200806
410.324,-0.0200195
410.328,-0.0199585
410.332,-0.0197144
410.336,-0.0193481
410.34,-0.019165
410.344,-0.0188599
410.348,-0.0188599
410.352,-0.0189819
410.356,-0.0189209
410.36,-0.019104
410.364,-0.019043
410.368,-0.0187988
410.372,-0.0181885
410.376,-0.0178833
410.38,-0.0175171
410.384,-0.0170898
410.388,-0.0175171
410.392,-0.0177612
410.396,-0.0175781
410.4,-0.0172119
410.404,-0.0164795
410.408,-0.0162964
410.412,-0.0158691
410.416,-0.0159302
410.42,-0.0161133
410.424,-0.0162354
410.428,-0.0158081
410.432,-0.0153198
410.436,-0.0151367
410.44,-0.0152588
410.444,-0.0155029
410.448,-0.0160522
410.452,-0.0167236
410.456,-0.0174561
410.46,-0.0177612
410.464,-0.0175781
410.468,-0.0172119
410.472,-0.0167847
410.476,-0.0164795
410.48,-0.0161743
410.484,-0.0161133
410.488,-0.0161743
410.492,-0.0167236
410.496,-0.0172119
410.5,-0.017334
410.504,-0.017334
410.508,-0.0170898
410.512,-0.0166016
410.516,-0.0162964
410.52,-0.0162354
410.524,-0.0164185
410.528,-0.0166016
410.532,-0.0167847
410.536,-0.017395
410.54,-0.0178833
410.544,-0.0179443
410.548,-0.0177002
410.552,-0.017395
410.556,-0.0172119
410.56,-0.0172119
410.564,-0.0171509
410.568,-0.0169678
410.572,-0.0164185
410.576,-0.0159302
410.58,-0.0154419
410.584,-0.0148315
410.588,-0.0145264
410.592,-0.0144043
410.596,-0.0144653
410.6,-0.0145874
410.604,-0.0148315
410.608,-0.0153198
410.612,-0.0147095
410.616,-0.0133057
410.62,-0.0116577
410.624,-0.00952148
410.628,-0.00689697
410.632,-0.003479
410.636,0.00115967
410.64,0.00695801
410.644,0.0137939
410.648,0.0209351
410.652,0.0281982
410.656,0.0354004
410.66,0.0420532
410.664,0.0478516
410.668,0.0515137
410.672,0.0524902
410.676,0.0512085
410.68,0.0484619
410.684,0.0449829
410.688,0.0413208
410.692,0.0375977
410.696,0.0321655
410.7,0.0247192
410.704,0.0139771
410.708,0.0010376
410.712,-0.010498
410.716,-0.019043
410.72,-0.0230713
410.724,-0.0234375
410.728,-0.0220337
410.732,-0.020752
410.736,-0.020752
410.74,-0.0219727
410.744,-0.0234985
410.748,-0.0249023
410.752,-0.0257568
410.756,-0.026001
410.76,-0.0252686
410.764,-0.024292
410.768,-0.0231323
410.772,-0.0222168
410.776,-0.0220947
410.78,-0.0231934
410.784,-0.0257568
410.788,-0.0279541
410.792,-0.0244141
410.796,-0.00537109
410.8,0.0391846
410.804,0.112061
410.808,0.211426
410.812,0.329651
410.816,0.449219
410.82,0.539612
410.824,0.56311
410.828,0.500671
410.832,0.355774
410.836,0.174622
410.84,0.0131836
410.844,-0.0896606
410.848,-0.123413
410.852,-0.105225
410.856,-0.0632935
410.86,-0.0206299
410.864,0.00958252
410.868,0.0227051
410.872,0.0217285
410.876,0.0142822
410.88,0.00671387
410.884,0.00262451
410.888,0.00238037
410.892,0.00390625
410.896,0.00628662
410.9,0.00799561
410.904,0.00915527
410.908,0.0102539
410.912,0.0114136
410.916,0.0127563
410.92,0.0135498
410.924,0.0140991
410.928,0.0147705
410.932,0.0152588
410.936,0.0160522
410.94,0.0170288
410.944,0.0181274
410.948,0.0196533
410.952,0.020813
410.956,0.0222168
410.96,0.0238037
410.964,0.0256348
410.968,0.027771
410.972,0.02948
410.976,0.0310059
410.98,0.0327148
410.984,0.0344849
410.988,0.0370483
410.992,0.0400391
410.996,0.0430298
411,0.0460205
411.004,0.0488892
411.008,0.052002
411.012,0.0557251
411.016,0.0601196
411.02,0.0645142
411.024,0.0692749
411.028,0.0748901
411.032,0.0809937
411.036,0.0872192
411.04,0.0939331
411.044,0.100586
411.048,0.107727
411.052,0.115234
411.056,0.12384
411.06,0.13324
411.064,0.14325
411.068,0.153503
411.072,0.164124
411.076,0.174194
411.08,0.184265
411.084,0.194458
411.088,0.204102
411.092,0.213135
411.096,0.221191
411.1,0.227783
411.104,0.232666
411.108,0.235596
411.112,0.236694
411.116,0.235962
411.12,0.232849
411.124,0.227417
411.128,0.219727
411.132,0.209595
411.136,0.196289
411.14,0.179749
411.144,0.159851
411.148,0.138245
411.152,0.115906
411.156,0.0944214
411.16,0.074646
411.164,0.0571289
411.168,0.0422363
411.172,0.0297241
411.176,0.0195923
411.18,0.0117798
411.184,0.00518799
411.188,-0.000244141
411.192,-0.00494385
411.196,-0.00848389
411.2,-0.0111084
411.204,-0.0129395
411.208,-0.0137939
411.212,-0.0140381
411.216,-0.013855
411.22,-0.013855
411.224,-0.0137329
411.228,-0.0137939
411.232,-0.0136108
411.236,-0.0136719
411.24,-0.0133667
411.244,-0.0126343
411.248,-0.0115967
411.252,-0.0106201
411.256,-0.0098877
411.26,-0.00915527
411.264,-0.00823975
411.268,-0.00714111
411.272,-0.00634766
411.276,-0.00592041
411.28,-0.0055542
411.284,-0.0055542
411.288,-0.00561523
411.292,-0.00543213
411.296,-0.00469971
411.3,-0.0032959
411.304,-0.00201416
411.308,-0.00128174
411.312,-0.000793457
411.316,-0.000793457
411.32,-0.000732422
411.324,-0.000549316
411.328,0.00012207
411.332,0.00109863
411.336,0.00177002
411.34,0.00201416
411.344,0.00170898
411.348,0.00128174
411.352,0.0012207
411.356,0.00128174
411.36,0.00140381
411.364,0.00195312
411.368,0.0022583
411.372,0.00231934
411.376,0.00219727
411.38,0.00213623
411.384,0.00189209
411.388,0.00183105
411.392,0.00164795
411.396,0.00140381
411.4,0.00152588
411.404,0.00170898
411.408,0.0020752
411.412,0.00238037
411.416,0.00280762
411.42,0.00280762
411.424,0.00238037
411.428,0.0020752
411.432,0.00170898
411.436,0.00115967
411.44,0.000488281
411.444,0
411.448,-0.00012207
411.452,-0.000183105
411.456,-0.000488281
411.46,-0.000671387
411.464,-0.000976562
411.468,-0.00140381
411.472,-0.00146484
411.476,-0.0020752
411.48,-0.00274658
411.484,-0.00341797
411.488,-0.00390625
411.492,-0.0043335
411.496,-0.0045166
411.5,-0.00488281
411.504,-0.00616455
411.508,-0.00732422
411.512,-0.00775146
411.516,-0.00799561
411.52,-0.00836182
411.524,-0.00909424
411.528,-0.00933838
411.532,-0.00976562
411.536,-0.0102539
411.54,-0.0109863
411.544,-0.0115967
411.548,-0.012207
411.552,-0.012207
411.556,-0.0123901
411.56,-0.012207
411.564,-0.0122681
411.568,-0.0126343
411.572,-0.0129395
411.576,-0.0133667
411.58,-0.0134888
411.584,-0.0135498
411.588,-0.0137939
411.592,-0.0142822
411.596,-0.0148926
411.6,-0.015564
411.604,-0.0161743
411.608,-0.0158081
411.612,-0.0153198
411.616,-0.0142212
411.62,-0.0134277
411.624,-0.0133667
411.628,-0.0133057
411.632,-0.0133667
411.636,-0.0131226
411.64,-0.0127563
411.644,-0.0123901
411.648,-0.012207
411.652,-0.0123291
411.656,-0.0126343
411.66,-0.0128784
411.664,-0.0128784
411.668,-0.0126953
411.672,-0.0125122
411.676,-0.0129395
411.68,-0.0134888
411.684,-0.013855
411.688,-0.0136108
411.692,-0.0134277
411.696,-0.0133057
411.7,-0.0128784
411.704,-0.0124512
411.708,-0.012146
411.712,-0.0115967
411.716,-0.0114136
411.72,-0.0114746
411.724,-0.0119629
411.728,-0.0119629
411.732,-0.0113525
411.736,-0.0106812
411.74,-0.0103149
411.744,-0.0100098
411.748,-0.0098877
411.752,-0.00970459
411.756,-0.00915527
411.76,-0.00842285
411.764,-0.00769043
411.768,-0.00714111
411.772,-0.00708008
411.776,-0.00720215
411.78,-0.00726318
411.784,-0.0067749
411.788,-0.00616455
411.792,-0.00537109
411.796,-0.00415039
411.8,-0.003479
411.804,-0.00354004
411.808,-0.00408936
411.812,-0.00482178
411.816,-0.00543213
411.82,-0.00549316
411.824,-0.00518799
411.828,-0.00457764
411.832,-0.00402832
411.836,-0.00360107
411.84,-0.00335693
411.844,-0.0032959
411.848,-0.00292969
411.852,-0.00286865
411.856,-0.00286865
411.86,-0.00286865
411.864,-0.00268555
411.868,-0.00250244
411.872,-0.00244141
411.876,-0.00244141
411.88,-0.00219727
411.884,-0.00164795
411.888,-0.0012207
